Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined
E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,230214,2/14/2023,138749,CME ,00,138 ,25310,4760,21953,0,12677,695,0,3312,1268,0,0,0,0,20749,23916,4561,1394,2626,-246,1749,0,3749,0,0,-18,1027,0,0,0,0,3485,2776,-859,-150,100,18.8,86.7,0,50.1,2.7,0,13.1,5,0,0,0,0,82,94.5,18,5.5,28,,5,0,11,,0,4,,0,0,0,0,18,10,44.6,80.2,67,92.2,44.6,80.2,67,92.2,($100 x S&P Select Sector Energy Index price),F20,FutOnly
E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,230207,2/7/2023,138749,CME ,00,138 ,22684,5006,20204,0,8928,695,0,3330,241,0,0,0,0,17264,21140,5420,1544,-1052,79,-561,0,-1566,360,0,-828,16,0,0,0,0,-2315,-185,1263,-867,100,22.1,89.1,0,39.4,3.1,0,14.7,1.1,0,0,0,0,76.1,93.2,23.9,6.8,23,4,5,0,7,,0,4,,0,0,0,0,15,8,49.3,85.9,66.2,93.2,49.3,85.9,66.2,93.2,($100 x S&P Select Sector Energy Index price),F20,FutOnly
E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,230131,1/31/2023,138749,CME ,00,138 ,23736,4927,20765,0,10494,335,0,4158,225,0,0,0,0,19579,21325,4157,2411,-222,1,-924,0,-520,-124,0,-254,225,0,0,0,0,-773,-823,551,601,100,20.8,87.5,0,44.2,1.4,0,17.5,0.9,0,0,0,0,82.5,89.8,17.5,10.2,24,,5,0,9,,0,5,,0,0,0,0,17,7,47.6,85.9,67.9,89.8,47.6,85.9,67.9,89.8,($100 x S&P Select Sector Energy Index price),F20,FutOnly
E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,230124,1/24/2023,138749,CME ,00,138 ,23958,4926,21689,0,11014,459,0,4412,0,0,0,0,0,20352,22148,3606,1810,-959,-6,-863,0,-725,0,0,-400,-275,0,0,0,0,-1131,-1138,172,179,100,20.6,90.5,0,46,1.9,0,18.4,0,0,0,0,0,84.9,92.4,15.1,7.6,25,,5,0,11,,0,5,0,0,0,0,0,19,6,47.2,85.7,67.3,92.4,47.2,85.7,67.3,92.4,($100 x S&P Select Sector Energy Index price),F20,FutOnly
E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,230117,1/17/2023,138749,CME ,00,138 ,24917,4932,22552,0,11739,459,0,4812,275,0,0,0,0,21483,23286,3434,1631,121,800,157,0,-1017,0,0,310,-222,0,0,0,0,93,-65,28,186,100,19.8,90.5,0,47.1,1.8,0,19.3,1.1,0,0,0,0,86.2,93.5,13.8,6.5,26,,5,0,11,,0,5,,0,0,0,0,19,7,48.1,85.9,69,93.5,48.1,85.9,69,93.5,($100 x S&P Select Sector Energy Index price),F20,FutOnly
E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,230110,1/10/2023,138749,CME ,00,138 ,24796,4132,22395,0,12756,459,0,4502,497,0,0,0,0,21390,23351,3406,1445,-1312,-1141,1617,0,286,-2843,-4,-42,-235,0,0,0,0,-901,-1465,-411,153,100,16.7,90.3,0,51.4,1.9,0,18.2,2,0,0,0,0,86.3,94.2,13.7,5.8,27,,4,0,12,,0,5,,0,0,0,0,20,7,46.4,90.3,69,94.2,46.4,90.3,69,94.2,($100 x S&P Select Sector Energy Index price),F20,FutOnly
E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,230103,1/3/2023,138749,CME ,00,138 ,26108,5273,20778,0,12470,3302,4,4544,732,0,0,0,0,22291,24816,3817,1292,-112,-1108,198,0,669,-15,0,-154,-26,0,0,0,0,-593,157,481,-269,100,20.2,79.6,0,47.8,12.6,0,17.4,2.8,0,0,0,0,85.4,95.1,14.6,4.9,30,,4,0,11,5,,5,,0,0,0,0,20,11,50.3,80.1,70,91.8,50.3,80.1,70,91.8,($100 x S&P Select Sector Energy Index price),F20,FutOnly
E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,230228,2/28/2023,13874A,CME ,00,138 ,2113159,301559,408946,49421,956015,457970,238128,168441,467359,49621,91634,182399,9107,1863926,1862951,249233,250208,38673,18052,23717,-798,-1682,45362,-1283,24510,-31387,1446,-1264,7811,2113,41094,46981,-2421,-8308,100,14.3,19.4,2.3,45.2,21.7,11.3,8,22.1,2.3,4.3,8.6,0.4,88.2,88.2,11.8,11.8,531,28,31,20,138,98,110,73,100,73,31,31,10,375,369,15.9,17.7,22.9,24.9,13.9,16,20.8,22.3,($50 X S&P 500 INDEX),F20,FutOnly
E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,230221,2/21/2023,13874A,CME ,00,138 ,2074486,283507,385229,50219,957697,412608,239411,143931,498746,48175,92898,174588,6994,1822832,1815970,251654,258516,-1861,-5162,3435,-2017,347,20192,-2815,14882,-43690,4331,-5840,22109,1550,5276,3095,-7137,-4956,100,13.7,18.6,2.4,46.2,19.9,11.5,6.9,24,2.3,4.5,8.4,0.3,87.9,87.5,12.1,12.5,528,29,31,18,145,95,113,62,112,61,29,25,8,361,367,16.2,16,22.4,24.2,14.4,15,20.6,21.9,($50 X S&P 500 INDEX),F20,FutOnly
E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,230214,2/14/2023,13874A,CME ,00,138 ,2076347,288669,381794,52236,957350,392416,242226,129049,542436,43844,98738,152479,5444,1817556,1812875,258791,263472,23261,17467,-22501,6004,13498,12039,-8698,-7978,13083,-766,-8672,4344,-575,10280,2930,12981,20331,100,13.9,18.4,2.5,46.1,18.9,11.7,6.2,26.1,2.1,4.8,7.3,0.3,87.5,87.3,12.5,12.7,525,31,31,21,148,94,112,68,99,58,31,23,6,366,356,16.1,17.9,22.1,26.8,14.1,16.6,19.9,24.7,($50 X S&P 500 INDEX),F20,FutOnly
E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,230207,2/7/2023,13874A,CME ,00,138 ,2053086,271202,404295,46232,943852,380377,250924,137027,529353,44610,107410,148135,6019,1807276,1809945,245810,243141,-8333,17075,9188,-5172,-5232,5244,-5289,-7368,-11304,5946,-5202,11343,-3273,-8515,6683,182,-15016,100,13.2,19.7,2.3,46,18.5,12.2,6.7,25.8,2.2,5.2,7.2,0.3,88,88.2,12,11.8,521,30,31,18,143,97,109,70,95,59,35,20,5,363,349,15.7,18.3,22,26.9,13.7,17.2,19.7,25.3,($50 X S&P 500 INDEX),F20,FutOnly
E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,230131,1/31/2023,13874A,CME ,00,138 ,2061419,254127,395107,51404,949084,375133,256213,144395,540657,38664,112612,136792,9292,1815791,1803262,245628,258157,36982,14596,32635,3300,-8327,-51026,13855,3239,24328,-3070,9738,-5446,2145,35476,16721,1506,20261,100,12.3,19.2,2.5,46,18.2,12.4,7,26.2,1.9,5.5,6.6,0.5,88.1,87.5,11.9,12.5,521,28,34,23,146,93,110,63,99,55,33,25,4,363,350,15.5,18,22,26.4,13.6,17.1,19.9,25,($50 X S&P 500 INDEX),F20,FutOnly
E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,230124,1/24/2023,13874A,CME ,00,138 ,2024437,239531,362472,48104,957411,426159,242358,141156,516329,41734,102874,142238,7147,1780315,1786541,244122,237896,-32035,-25325,-11714,6182,-16537,-18517,-138,476,-10594,3405,-8932,1078,-423,-41292,-30721,9257,-1314,100,11.8,17.9,2.4,47.3,21.1,12,7,25.5,2.1,5.1,7,0.4,87.9,88.2,12.1,11.8,533,28,35,26,145,103,113,64,98,57,32,28,8,373,364,15.8,15.9,22.4,24.3,14.1,15.1,20.4,22.8,($50 X S&P 500 INDEX),F20,FutOnly
E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,230117,1/17/2023,13874A,CME ,00,138 ,2056472,264856,374186,41922,973948,444676,242496,140680,526923,38329,111806,141160,7570,1821607,1817262,234865,239210,23906,22754,17974,-248,25336,-40845,-763,-9597,61321,-1919,-9958,-24501,382,25987,11401,-2081,12505,100,12.9,18.2,2,47.4,21.6,11.8,6.8,25.6,1.9,5.4,6.9,0.4,88.6,88.4,11.4,11.6,534,29,35,24,150,100,109,61,97,51,35,27,7,373,352,16.6,14.5,23.6,23,14.9,13.8,21.9,22,($50 X S&P 500 INDEX),F20,FutOnly
E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,230110,1/10/2023,13874A,CME ,00,138 ,2032566,242102,356212,42170,948612,485521,243259,150277,465602,40248,121764,165661,7188,1795620,1805861,236946,226705,21570,26262,24938,415,4375,-22255,-6473,-5154,33957,3001,-4683,-6348,-266,17477,26969,4093,-5399,100,11.9,17.5,2.1,46.7,23.9,12,7.4,22.9,2,6,8.2,0.4,88.3,88.8,11.7,11.2,528,27,34,22,141,108,112,61,100,51,32,25,4,361,356,16,13.8,23.1,22.4,14.2,13,21.1,21.2,($50 X S&P 500 INDEX),F20,FutOnly
E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,230103,1/3/2023,13874A,CME ,00,138 ,2010996,215840,331274,41755,944237,507776,249732,155431,431645,37247,126447,172009,7454,1778143,1778892,232853,232104,49686,23235,-17085,1169,-10433,-615,5587,12510,41950,-8159,16315,22831,1485,41709,47163,7977,2523,100,10.7,16.5,2.1,47,25.2,12.4,7.7,21.5,1.9,6.3,8.6,0.4,88.4,88.5,11.6,11.5,530,32,30,21,142,107,114,57,102,50,32,27,7,361,361,15.7,11.4,22.2,19.1,13.7,10.8,19.9,17.7,($50 X S&P 500 INDEX),F20,FutOnly
E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,230228,2/28/2023,13874C,CME ,00,138 ,38602,15520,34792,0,20149,0,177,560,1283,0,0,0,0,36406,36252,2196,2350,498,3,-541,0,845,0,0,192,-461,0,0,0,0,1040,-1002,-542,1500,100,40.2,90.1,0,52.2,0,0.5,1.5,3.3,0,0,0,0,94.3,93.9,5.7,6.1,26,4,11,0,8,0,,,,0,0,0,0,14,13,67.7,60.6,89.5,88.6,67.7,60.6,89.4,88.6,($250 x S&P Select Sector Financial Index price),F20,FutOnly
E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,230221,2/21/2023,13874C,CME ,00,138 ,38104,15517,35333,0,19304,0,177,368,1744,0,0,0,0,35366,37254,2738,850,416,272,656,0,178,0,-83,-26,-239,0,0,0,0,341,334,75,82,100,40.7,92.7,0,50.7,0,0.5,1,4.6,0,0,0,0,92.8,97.8,7.2,2.2,27,4,11,0,8,0,,,,0,0,0,0,13,15,68.5,62.8,88.1,91.2,68.5,62.8,88,91.2,($250 x S&P Select Sector Financial Index price),F20,FutOnly
E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,230214,2/14/2023,13874C,CME ,00,138 ,37688,15245,34677,0,19126,0,260,394,1983,0,0,0,0,35025,36920,2663,768,3368,2997,3003,0,-28,0,170,-5,472,0,0,0,0,3134,3645,234,-277,100,40.5,92,0,50.7,0,0.7,1,5.3,0,0,0,0,92.9,98,7.1,2,28,4,11,0,8,0,,,4,0,0,0,0,13,16,69.3,65.3,88.4,90.5,69.3,65.3,88.3,90.5,($250 x S&P Select Sector Financial Index price),F20,FutOnly
E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,230207,2/7/2023,13874C,CME ,00,138 ,34320,12248,31674,0,19154,0,90,399,1511,0,0,0,0,31891,33275,2429,1045,7815,-2,8322,0,8040,0,0,-248,12,0,0,0,0,7790,8334,25,-519,100,35.7,92.3,0,55.8,0,0.3,1.2,4.4,0,0,0,0,92.9,97,7.1,3,25,4,10,0,8,0,,,,0,0,0,0,13,13,67.3,71.7,88.3,92.7,67.3,71.7,88.2,92.7,($250 x S&P Select Sector Financial Index price),F20,FutOnly
E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,230131,1/31/2023,13874C,CME ,00,138 ,26505,12250,23352,0,11114,0,90,647,1499,0,0,0,0,24101,24941,2404,1564,146,-3,-328,0,-15,-337,0,9,216,0,0,0,0,-9,-449,155,595,100,46.2,88.1,0,41.9,0,0.3,2.4,5.7,0,0,0,0,90.9,94.1,9.1,5.9,22,4,8,0,6,0,,,,0,0,0,0,12,11,61.8,72.7,86.8,92,61.8,72.7,86.4,92,($250 x S&P Select Sector Financial Index price),F20,FutOnly
E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,230124,1/24/2023,13874C,CME ,00,138 ,26359,12253,23680,0,11129,337,90,638,1283,0,0,0,0,24110,25390,2249,969,355,231,358,0,176,0,-99,8,0,0,0,0,0,316,259,39,96,100,46.5,89.8,0,42.2,1.3,0.3,2.4,4.9,0,0,0,0,91.5,96.3,8.5,3.7,22,4,8,0,6,,,,,0,0,0,0,12,11,62.1,74.6,87.2,93.9,62.1,74.6,86.9,93.9,($250 x S&P Select Sector Financial Index price),F20,FutOnly
E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,230117,1/17/2023,13874C,CME ,00,138 ,26004,12022,23322,0,10953,337,189,630,1283,0,0,0,0,23794,25131,2210,873,-121,1,271,0,-68,0,-1,4,-251,0,0,0,0,-64,19,-57,-140,100,46.2,89.7,0,42.1,1.3,0.7,2.4,4.9,0,0,0,0,91.5,96.6,8.5,3.4,22,4,8,0,6,,,,,0,0,0,0,12,11,63,74.3,87.1,93.8,63,74.3,86.9,93.8,($250 x S&P Select Sector Financial Index price),F20,FutOnly
E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,230110,1/10/2023,13874C,CME ,00,138 ,26125,12021,23051,0,11021,337,190,626,1534,0,0,0,0,23858,25112,2267,1013,3112,-1,3276,0,2624,0,0,165,-7,0,0,0,0,2788,3269,324,-157,100,46,88.2,0,42.2,1.3,0.7,2.4,5.9,0,0,0,0,91.3,96.1,8.7,3.9,23,4,8,0,6,,,,,0,0,0,0,12,12,62.7,73.3,86.7,92.5,62.7,73.3,86.6,92.5,($250 x S&P Select Sector Financial Index price),F20,FutOnly
E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,230103,1/3/2023,13874C,CME ,00,138 ,23013,12022,19775,0,8397,337,190,461,1541,0,0,0,0,21070,21843,1943,1170,-481,-1,-645,0,-815,0,0,5,258,0,0,0,0,-811,-387,330,-94,100,52.2,85.9,0,36.5,1.5,0.8,2,6.7,0,0,0,0,91.6,94.9,8.4,5.1,20,4,7,0,5,,,,,0,0,0,0,10,11,71.4,75.2,89.4,91.9,71.4,75.2,88.8,91.9,($250 x S&P Select Sector Financial Index price),F20,FutOnly
E-MINI S&P HEALTH CARE INDEX - CHICAGO MERCANTILE EXCHANGE,230228,2/28/2023,13874E,CME ,00,138 ,20413,1327,18941,0,14096,0,0,2198,287,67,0,0,0,17688,19295,2725,1118,5925,-156,5664,0,5835,0,0,250,30,57,0,0,0,5986,5751,-61,174,100,6.5,92.8,0,69.1,0,0,10.8,1.4,0.3,0,0,0,86.7,94.5,13.3,5.5,25,,10,0,7,0,0,4,,,0,0,0,15,11,66.8,66.4,77.7,89.7,66.8,66.4,77.7,89.7,($100 x S&P Select Sector Health Care Index price),F20,FutOnly
E-MINI S&P HEALTH CARE INDEX - CHICAGO MERCANTILE EXCHANGE,230221,2/21/2023,13874E,CME ,00,138 ,14488,1483,13277,0,8261,0,0,1948,257,10,0,0,0,11702,13544,2786,944,640,0,1518,0,502,-752,0,-16,-2,-1,0,0,0,485,763,155,-123,100,10.2,91.6,0,57,0,0,13.4,1.8,0.1,0,0,0,80.8,93.5,19.2,6.5,23,,9,0,6,0,0,4,,,0,0,0,14,10,53.9,66.9,69.9,89.3,53.9,66.9,69.9,89.3,($100 x S&P Select Sector Health Care Index price),F20,FutOnly
E-MINI S&P HEALTH CARE INDEX - CHICAGO MERCANTILE EXCHANGE,230214,2/14/2023,13874E,CME ,00,138 ,13848,1483,11759,0,7759,752,0,1964,259,11,0,0,0,11217,12781,2631,1067,288,0,0,0,34,150,0,-15,51,2,0,0,0,21,203,267,85,100,10.7,84.9,0,56,5.4,0,14.2,1.9,0.1,0,0,0,81,92.3,19,7.7,23,,9,0,5,,0,4,,,0,0,0,13,11,56.4,62.6,73.1,85.3,56.4,62.6,73.1,85.3,($100 x S&P Select Sector Health Care Index price),F20,FutOnly
E-MINI S&P HEALTH CARE INDEX - CHICAGO MERCANTILE EXCHANGE,230207,2/7/2023,13874E,CME ,00,138 ,13560,1483,11759,0,7725,602,0,1979,208,9,0,0,0,11196,12578,2364,982,-80,0,-838,0,257,229,0,225,208,9,0,0,0,491,-392,-571,312,100,10.9,86.7,0,57,4.4,0,14.6,1.5,0.1,0,0,0,82.6,92.8,17.4,7.2,23,,9,0,5,,0,4,,,0,0,0,13,11,57.3,63.9,74.4,86,57.3,63.9,74.4,86,($100 x S&P Select Sector Health Care Index price),F20,FutOnly
E-MINI S&P HEALTH CARE INDEX - CHICAGO MERCANTILE EXCHANGE,230131,1/31/2023,13874E,CME ,00,138 ,13640,1483,12597,0,7468,373,0,1754,0,0,0,0,0,10705,12970,2935,670,-296,148,-741,0,-307,373,0,-201,0,0,0,0,0,-360,-368,64,72,100,10.9,92.4,0,54.8,2.7,0,12.9,0,0,0,0,0,78.5,95.1,21.5,4.9,21,,9,0,5,,0,,0,0,0,0,0,11,10,57,63.4,72.6,89.7,57,63.4,72.6,89.7,($100 x S&P Select Sector Health Care Index price),F20,FutOnly
E-MINI S&P HEALTH CARE INDEX - CHICAGO MERCANTILE EXCHANGE,230124,1/24/2023,13874E,CME ,00,138 ,13936,1335,13338,0,7775,0,0,1955,0,0,0,0,0,11065,13338,2871,598,66,74,128,0,56,0,0,26,0,0,0,0,0,156,128,-90,-62,100,9.6,95.7,0,55.8,0,0,14,0,0,0,0,0,79.4,95.7,20.6,4.3,22,,9,0,6,0,0,4,0,0,0,0,0,13,9,55.4,65.6,69.2,93.1,55.4,65.6,69.2,93.1,($100 x S&P Select Sector Health Care Index price),F20,FutOnly
E-MINI S&P HEALTH CARE INDEX - CHICAGO MERCANTILE EXCHANGE,230117,1/17/2023,13874E,CME ,00,138 ,13870,1261,13210,0,7719,0,0,1929,0,0,0,0,0,10909,13210,2961,660,1620,237,1472,0,1269,0,0,-28,0,0,0,0,0,1478,1472,142,148,100,9.1,95.2,0,55.7,0,0,13.9,0,0,0,0,0,78.7,95.2,21.3,4.8,22,,9,0,6,0,0,4,0,0,0,0,0,13,9,55.3,65.5,68.5,92.6,55.3,65.5,68.5,92.6,($100 x S&P Select Sector Health Care Index price),F20,FutOnly
E-MINI S&P HEALTH CARE INDEX - CHICAGO MERCANTILE EXCHANGE,230110,1/10/2023,13874E,CME ,00,138 ,12250,1024,11738,0,6450,0,0,1957,0,0,0,0,0,9431,11738,2819,512,38,321,105,0,-60,0,0,-389,0,-3,0,0,0,-131,102,169,-64,100,8.4,95.8,0,52.7,0,0,16,0,0,0,0,0,77,95.8,23,4.2,21,,8,0,6,0,0,4,0,0,0,0,0,13,8,52.3,72,65.5,95.8,52.3,72,65.5,95.8,($100 x S&P Select Sector Health Care Index price),F20,FutOnly
E-MINI S&P HEALTH CARE INDEX - CHICAGO MERCANTILE EXCHANGE,230103,1/3/2023,13874E,CME ,00,138 ,12212,703,11633,0,6510,0,0,2346,0,3,0,0,0,9562,11636,2650,576,-259,0,-350,0,26,0,0,-247,0,0,0,0,0,-221,-350,-38,91,100,5.8,95.3,0,53.3,0,0,19.2,0,0,0,0,0,78.3,95.3,21.7,4.7,21,,8,0,6,0,0,5,0,,0,0,0,13,9,53.1,71.3,67,95.3,53.1,71.3,67,95.3,($100 x S&P Select Sector Health Care Index price),F20,FutOnly
E-MINI S&P INDUSTRIAL INDEX - CHICAGO MERCANTILE EXCHANGE,230228,2/28/2023,13874F,CME ,00,138 ,22842,7532,16433,0,13185,3642,0,621,1021,0,0,0,0,21338,21096,1504,1746,603,438,325,0,399,29,0,52,86,0,0,0,0,889,440,-286,163,100,33,71.9,0,57.7,15.9,0,2.7,4.5,0,0,0,0,93.4,92.4,6.6,7.6,23,7,5,0,4,,0,,,0,0,0,0,12,11,80.1,74.7,88.3,88.1,80.1,74.7,88.3,88.1,($100 x S&P Select Sector Industrial Index price),F20,FutOnly
E-MINI S&P INDUSTRIAL INDEX - CHICAGO MERCANTILE EXCHANGE,230221,2/21/2023,13874F,CME ,00,138 ,22239,7094,16108,0,12786,3613,0,569,935,0,0,0,0,20449,20656,1790,1583,-113,201,-496,0,-65,375,0,0,204,0,0,0,0,136,83,-249,-196,100,31.9,72.4,0,57.5,16.2,0,2.6,4.2,0,0,0,0,92,92.9,8,7.1,23,7,5,0,,4,0,,,0,0,0,0,11,12,80,74.8,88.3,88.1,80,74.8,88.3,88.1,($100 x S&P Select Sector Industrial Index price),F20,FutOnly
E-MINI S&P INDUSTRIAL INDEX - CHICAGO MERCANTILE EXCHANGE,230214,2/14/2023,13874F,CME ,00,138 ,22352,6893,16604,0,12851,3238,0,569,731,0,0,0,0,20313,20573,2039,1779,25,2,100,0,-154,-95,0,-204,-204,0,0,0,0,-356,-199,381,224,100,30.8,74.3,0,57.5,14.5,0,2.5,3.3,0,0,0,0,90.9,92,9.1,8,22,6,5,0,,5,0,,,0,0,0,0,10,12,79.7,76.9,88,87.5,79.7,76.9,88,87.5,($100 x S&P Select Sector Industrial Index price),F20,FutOnly
E-MINI S&P INDUSTRIAL INDEX - CHICAGO MERCANTILE EXCHANGE,230207,2/7/2023,13874F,CME ,00,138 ,22327,6891,16504,0,13005,3333,0,773,935,0,0,0,0,20669,20772,1658,1555,-1755,800,314,0,-1064,-2146,0,-269,-86,0,0,0,0,-533,-1918,-1222,163,100,30.9,73.9,0,58.2,14.9,0,3.5,4.2,0,0,0,0,92.6,93,7.4,7,24,6,5,0,,5,0,,,0,0,0,0,11,13,79.8,76.5,88.8,87.5,79.8,76.5,88.8,87.5,($100 x S&P Select Sector Industrial Index price),F20,FutOnly
E-MINI S&P INDUSTRIAL INDEX - CHICAGO MERCANTILE EXCHANGE,230131,1/31/2023,13874F,CME ,00,138 ,24082,6091,16190,0,14069,5479,0,1042,1021,0,0,0,0,21202,22690,2880,1392,1340,-6,2415,0,77,-1005,0,204,201,0,0,0,0,275,1611,1065,-271,100,25.3,67.2,0,58.4,22.8,0,4.3,4.2,0,0,0,0,88,94.2,12,5.8,24,4,6,0,,6,0,,,0,0,0,0,9,15,78.4,69.5,87.2,84.2,78.4,69.5,87.2,84.2,($100 x S&P Select Sector Industrial Index price),F20,FutOnly
E-MINI S&P INDUSTRIAL INDEX - CHICAGO MERCANTILE EXCHANGE,230124,1/24/2023,13874F,CME ,00,138 ,22742,6097,13775,0,13992,6484,0,838,820,0,0,0,0,20927,21079,1815,1663,1381,1270,1630,0,-94,-124,0,-158,-342,0,0,0,0,1018,1164,363,217,100,26.8,60.6,0,61.5,28.5,0,3.7,3.6,0,0,0,0,92,92.7,8,7.3,21,4,5,0,,6,0,,,0,0,0,0,8,13,82.7,72.2,92,84.5,82.7,72.2,92,84.5,($100 x S&P Select Sector Industrial Index price),F20,FutOnly
E-MINI S&P INDUSTRIAL INDEX - CHICAGO MERCANTILE EXCHANGE,230117,1/17/2023,13874F,CME ,00,138 ,21361,4827,12145,0,14086,6608,0,996,1162,0,0,0,0,19909,19915,1452,1446,2117,2003,2450,0,0,-38,0,0,-57,0,0,0,0,2003,2355,114,-238,100,22.6,56.9,0,65.9,30.9,0,4.7,5.4,0,0,0,0,93.2,93.2,6.8,6.8,23,5,5,0,,6,0,,,0,0,0,0,9,14,81,69.8,92.1,83,81,69.8,92.1,83,($100 x S&P Select Sector Industrial Index price),F20,FutOnly
E-MINI S&P INDUSTRIAL INDEX - CHICAGO MERCANTILE EXCHANGE,230110,1/10/2023,13874F,CME ,00,138 ,19244,2824,9695,0,14086,6646,0,996,1219,0,0,0,0,17906,17560,1338,1684,5925,4,5732,0,5828,-145,0,-2,-76,0,0,0,0,5830,5511,95,414,100,14.7,50.4,0,73.2,34.5,0,5.2,6.3,0,0,0,0,93,91.2,7,8.8,22,4,5,0,,6,0,,,0,0,0,0,8,14,84.6,69.7,93,81,84.6,69.7,93,81,($100 x S&P Select Sector Industrial Index price),F20,FutOnly
E-MINI S&P INDUSTRIAL INDEX - CHICAGO MERCANTILE EXCHANGE,230103,1/3/2023,13874F,CME ,00,138 ,13319,2820,3963,0,8258,6791,0,998,1295,0,0,0,0,12076,12049,1243,1270,13,0,0,0,0,0,0,0,20,0,0,0,0,0,20,13,-7,100,21.2,29.8,0,62,51,0,7.5,9.7,0,0,0,0,90.7,90.5,9.3,9.5,23,4,5,0,,7,0,,,0,0,0,0,8,15,78.5,57.6,90.7,73.3,78.5,57.6,90.7,73.3,($100 x S&P Select Sector Industrial Index price),F20,FutOnly
